Property ID,Property Type,Price (INR),Location,Bedrooms,Bathrooms,Square Footage,Amenities,Year Built,Property Description
PROP-0835,Villa,36149671,Karol Bagh,6,3,1464,"24/7 Water Supply, Swimming Pool, Power Backup, Security, Lift",2013,Spacious and well-lit with modern amenities.
PROP-0836,House,180447718,Saket,3,1,4990,"Parking, Clubhouse",2016,"Ideal for families, located in a prime area."
PROP-0837,Villa,26289166,Pitampura,2,4,1423,"Lift, Gym",1988,Affordable yet stylish and comfortable.
PROP-0838,House,32573870,Vasant Kunj,4,3,4434,"Parking, Clubhouse, Power Backup",2011,"Ideal for families, located in a prime area."
PROP-0839,Apartment,65694622,Connaught Place,2,4,1486,"Power Backup, Security",2004,Affordable yet stylish and comfortable.
PROP-0840,Condo,61700070,Vasant Kunj,4,1,669,"Swimming Pool, Parking, Power Backup, Gym",2016,A cozy home with a stunning view.
PROP-0841,Condo,6750237,South Extension,2,4,3641,"24/7 Water Supply, Power Backup, Lift, Garden",2005,Luxury property with top-notch features.
PROP-0842,House,27341499,Saket,3,4,1122,"Power Backup, Lift",1980,Luxury property with top-notch features.
PROP-0843,Apartment,97650077,Vasant Kunj,2,4,3840,"Clubhouse, Security, 24/7 Water Supply",2005,Spacious and well-lit with modern amenities.
PROP-0844,Condo,169836690,Rohini,3,3,2877,"Gym, 24/7 Water Supply, Clubhouse, Swimming Pool, Garden",2012,"Ideal for families, located in a prime area."
PROP-0845,House,170733585,Vasant Kunj,1,1,2346,"Clubhouse, Gym, Lift, Security",1998,Newly renovated with smart home features.
PROP-0846,House,192446272,Dwarka,2,4,1711,"Power Backup, Gym, Lift, Parking",2001,Luxury property with top-notch features.
PROP-0847,Condo,35407840,Pitampura,5,1,1554,"24/7 Water Supply, Swimming Pool, Lift",1987,"Ideal for families, located in a prime area."
PROP-0848,House,40062376,Saket,4,2,4902,"Swimming Pool, Clubhouse, Security",1980,"Ideal for families, located in a prime area."
PROP-0849,Villa,121291821,Karol Bagh,4,4,3762,"Parking, Gym",1983,Affordable yet stylish and comfortable.
PROP-0850,Condo,18119910,Saket,6,3,3342,"Gym, Lift, Swimming Pool, Power Backup",1993,Newly renovated with smart home features.
PROP-0851,Villa,12106199,Greater Kailash,4,2,3923,"Clubhouse, Power Backup",2010,Luxury property with top-notch features.
PROP-0852,Condo,48476240,Connaught Place,3,4,4305,"Garden, 24/7 Water Supply, Gym",2002,"Ideal for families, located in a prime area."
PROP-0853,Villa,36781416,South Extension,3,2,4526,"Lift, Security",1983,Spacious and well-lit with modern amenities.
PROP-0854,Condo,169725992,Dwarka,2,2,4388,"Garden, Clubhouse",2001,A cozy home with a stunning view.
PROP-0855,Condo,178039437,Vasant Kunj,2,1,3721,"Security, Clubhouse, Parking, 24/7 Water Supply, Garden",1989,Luxury property with top-notch features.
PROP-0856,Villa,44570895,Connaught Place,2,4,4870,"Garden, 24/7 Water Supply, Lift",2016,Newly renovated with smart home features.
PROP-0857,Condo,181417711,Vasant Kunj,5,2,3659,"24/7 Water Supply, Power Backup",1996,Spacious and well-lit with modern amenities.
PROP-0858,Condo,113596390,Karol Bagh,5,2,4005,"Power Backup, Garden, Parking, Swimming Pool",2015,Luxury property with top-notch features.
PROP-0859,House,120639264,Connaught Place,2,3,4000,"Gym, Swimming Pool, Parking, Power Backup",1996,"Ideal for families, located in a prime area."
PROP-0860,Condo,71458328,Karol Bagh,1,2,3465,"Gym, Parking, Power Backup, Garden",2003,A cozy home with a stunning view.
PROP-0861,Condo,20031785,Karol Bagh,5,3,4371,"Swimming Pool, Security",1997,Spacious and well-lit with modern amenities.
PROP-0862,Apartment,199241765,Lajpat Nagar,3,4,2415,"Swimming Pool, Security, Power Backup, Gym, 24/7 Water Supply",1990,Newly renovated with smart home features.
PROP-0863,Villa,167682309,Dwarka,2,4,3947,"Power Backup, Gym, Lift, Parking",2000,"Ideal for families, located in a prime area."
PROP-0864,Villa,92181085,Chattarpur,5,2,702,"24/7 Water Supply, Swimming Pool",2002,Luxury property with top-notch features.
PROP-0865,Villa,79509881,Preet Vihar,3,3,1936,"Garden, Power Backup, Parking",2001,"Ideal for families, located in a prime area."
PROP-0866,Villa,66270982,Dwarka,3,3,1456,"Security, Parking, Power Backup, 24/7 Water Supply, Swimming Pool",2008,A cozy home with a stunning view.
PROP-0867,House,49845591,Chattarpur,2,4,1104,"Gym, Swimming Pool, Garden",2022,Luxury property with top-notch features.
PROP-0868,Condo,111521921,Connaught Place,6,4,4745,"Lift, Parking, Swimming Pool, Security, Garden",1982,Luxury property with top-notch features.
PROP-0869,Condo,125824006,Lajpat Nagar,2,1,655,"24/7 Water Supply, Parking, Power Backup, Clubhouse, Security",2013,Luxury property with top-notch features.
PROP-0870,Villa,20451041,Vasant Kunj,2,2,3906,"Lift, Gym, Swimming Pool",2007,Affordable yet stylish and comfortable.
PROP-0871,Apartment,146817732,Dwarka,5,2,3509,"Garden, Clubhouse",1996,Newly renovated with smart home features.
PROP-0872,Villa,135485149,Connaught Place,4,4,3353,"Security, Power Backup, Gym, Parking, Garden",2017,"Ideal for families, located in a prime area."
PROP-0873,Condo,97805037,Dwarka,4,2,4413,"Security, 24/7 Water Supply, Garden, Gym, Parking",2007,Luxury property with top-notch features.
PROP-0874,House,34743312,Dwarka,2,1,3103,"Swimming Pool, Power Backup, Clubhouse, Parking, Gym",1999,A cozy home with a stunning view.
PROP-0875,House,48952974,Pitampura,2,4,2220,"24/7 Water Supply, Lift, Parking",2022,Luxury property with top-notch features.
PROP-0876,House,32264830,Saket,3,4,4484,"Power Backup, Gym, Security, Garden, Lift",2020,Spacious and well-lit with modern amenities.
PROP-0877,Villa,38973519,Connaught Place,6,1,3050,"Parking, Clubhouse, Gym, Swimming Pool, Power Backup",2023,"Ideal for families, located in a prime area."
PROP-0878,House,138645491,Saket,5,1,2721,"24/7 Water Supply, Clubhouse, Gym",2016,Luxury property with top-notch features.
PROP-0879,Villa,163419652,South Extension,4,3,3650,"Power Backup, Garden, Security, Swimming Pool, Parking",2003,Affordable yet stylish and comfortable.
PROP-0880,Apartment,191529201,Vasant Kunj,2,1,931,"Lift, Clubhouse, Garden, Gym, 24/7 Water Supply",2020,A cozy home with a stunning view.
PROP-0881,Condo,148541283,Greater Kailash,2,2,1033,"Parking, Garden, Swimming Pool",2022,Luxury property with top-notch features.
PROP-0882,Apartment,184683460,Rohini,5,2,1854,"Garden, Parking, Lift, 24/7 Water Supply, Swimming Pool",2018,"Ideal for families, located in a prime area."
PROP-0883,Condo,93944308,Rohini,6,1,4656,"Parking, Security",2005,A cozy home with a stunning view.
PROP-0884,House,80971976,Saket,4,2,4815,"Garden, Gym, Clubhouse, Security, Swimming Pool",2010,A cozy home with a stunning view.
PROP-0885,Apartment,91513139,Lajpat Nagar,6,3,2675,"24/7 Water Supply, Security",2022,A cozy home with a stunning view.
PROP-0886,Apartment,17922364,Saket,1,2,1162,"Swimming Pool, Security",1994,"Ideal for families, located in a prime area."
PROP-0887,Apartment,125370009,Vasant Kunj,4,1,3621,"Power Backup, Gym, 24/7 Water Supply, Garden, Swimming Pool",2022,"Ideal for families, located in a prime area."
PROP-0888,Villa,140790380,Karol Bagh,4,2,4528,"Security, Power Backup, Clubhouse, Swimming Pool, Garden",2017,Spacious and well-lit with modern amenities.
PROP-0889,Villa,43548691,Rohini,4,3,2191,"Power Backup, Security, Garden, 24/7 Water Supply, Gym",1992,A cozy home with a stunning view.
PROP-0890,House,104337077,Preet Vihar,3,3,1320,"Gym, Swimming Pool, Security",1997,Spacious and well-lit with modern amenities.
PROP-0891,House,22302796,Pitampura,1,4,2144,"Power Backup, Security",2009,Spacious and well-lit with modern amenities.
PROP-0892,Apartment,111872663,Pitampura,4,1,972,"Garden, Security",2005,"Ideal for families, located in a prime area."
PROP-0893,Apartment,35928351,Vasant Kunj,4,3,4091,"Gym, Garden, Parking, Lift",2012,Affordable yet stylish and comfortable.
PROP-0894,Condo,156448838,Karol Bagh,5,2,4684,"24/7 Water Supply, Security",1991,Affordable yet stylish and comfortable.
PROP-0895,Villa,81226580,Karol Bagh,4,4,1939,"Gym, Security",2007,"Ideal for families, located in a prime area."
PROP-0896,Apartment,18813315,Pitampura,4,4,4243,"Swimming Pool, Garden, Power Backup, Clubhouse, Gym",1987,A cozy home with a stunning view.
PROP-0897,Villa,45339977,Connaught Place,5,4,4524,"24/7 Water Supply, Lift, Clubhouse, Garden",1993,"Ideal for families, located in a prime area."
PROP-0898,Apartment,181038267,Lajpat Nagar,2,1,1773,"24/7 Water Supply, Power Backup, Security",1986,A cozy home with a stunning view.
PROP-0899,Apartment,100065607,Lajpat Nagar,5,3,4113,"Security, Gym, Clubhouse, Garden, Power Backup",2017,Luxury property with top-notch features.
PROP-0900,Villa,4468082,Lajpat Nagar,1,2,1770,"Parking, 24/7 Water Supply, Gym, Lift",2018,"Ideal for families, located in a prime area."
PROP-0901,Apartment,93048238,Rohini,2,4,4997,"Security, Lift, 24/7 Water Supply, Gym, Power Backup",2000,"Ideal for families, located in a prime area."
PROP-0902,Apartment,75694972,Saket,5,4,3288,"24/7 Water Supply, Garden, Gym, Swimming Pool",2010,Affordable yet stylish and comfortable.
PROP-0903,Villa,185992044,Chattarpur,5,3,1180,"Gym, Lift, Power Backup, Garden, 24/7 Water Supply",2008,Affordable yet stylish and comfortable.
PROP-0904,House,12960352,Karol Bagh,2,3,4922,"Power Backup, Swimming Pool, 24/7 Water Supply, Lift, Garden",2021,Newly renovated with smart home features.
PROP-0905,House,183740689,Karol Bagh,5,4,2524,"Parking, Garden, Power Backup",1995,A cozy home with a stunning view.
PROP-0906,Villa,27371139,Karol Bagh,1,1,1413,"24/7 Water Supply, Power Backup, Gym",2007,Newly renovated with smart home features.
PROP-0907,Apartment,122903205,Dwarka,6,3,3466,"Clubhouse, Lift",2014,Luxury property with top-notch features.
PROP-0908,Condo,31263094,Rohini,5,2,4320,"Swimming Pool, Lift, 24/7 Water Supply, Power Backup, Parking",2012,Spacious and well-lit with modern amenities.
PROP-0909,Condo,193626672,Lajpat Nagar,1,4,2068,"Parking, Clubhouse",2011,Spacious and well-lit with modern amenities.
PROP-0910,Villa,107198724,Rohini,1,4,1752,"Gym, Clubhouse",1984,Luxury property with top-notch features.
PROP-0911,Villa,30042378,Preet Vihar,4,3,4423,"Parking, 24/7 Water Supply",1986,A cozy home with a stunning view.
PROP-0912,Apartment,173664908,Saket,4,1,1860,"Garden, Clubhouse, Gym, Power Backup",1987,Newly renovated with smart home features.
PROP-0913,House,5116147,Saket,2,4,2846,"Power Backup, 24/7 Water Supply, Swimming Pool",2011,"Ideal for families, located in a prime area."
PROP-0914,Condo,37866751,Chattarpur,5,1,1080,"Clubhouse, 24/7 Water Supply",2006,"Ideal for families, located in a prime area."
PROP-0915,Villa,104108986,Rohini,4,1,4996,"Clubhouse, Security",1996,A cozy home with a stunning view.
PROP-0916,Condo,120866884,Greater Kailash,6,3,4146,"24/7 Water Supply, Power Backup",2019,Spacious and well-lit with modern amenities.
PROP-0917,Apartment,81862216,Pitampura,4,2,4867,"Clubhouse, Lift",2001,Newly renovated with smart home features.
PROP-0918,House,7781197,Vasant Kunj,4,4,4274,"Clubhouse, 24/7 Water Supply, Security, Power Backup, Lift",2012,Newly renovated with smart home features.
PROP-0919,House,148652988,Rohini,3,1,2668,"Clubhouse, Lift, Security",1988,Newly renovated with smart home features.
PROP-0920,Condo,12438077,Connaught Place,1,1,2322,"24/7 Water Supply, Swimming Pool, Power Backup, Garden, Security",2003,"Ideal for families, located in a prime area."
PROP-0921,Condo,91673586,Rohini,3,1,3511,"Gym, Security, Swimming Pool, Garden",2008,Affordable yet stylish and comfortable.
PROP-0922,Apartment,19543259,Saket,6,2,3721,"Parking, Gym, Garden",1996,Spacious and well-lit with modern amenities.
PROP-0923,Condo,22867402,Pitampura,5,2,2293,"Gym, Security, Clubhouse",1986,Spacious and well-lit with modern amenities.
PROP-0924,Apartment,127979080,Chattarpur,4,1,4126,"Parking, Gym, Power Backup, Swimming Pool, Lift",1998,Newly renovated with smart home features.
PROP-0925,Apartment,103240187,Pitampura,3,4,1227,"Parking, Security, Garden",1998,"Ideal for families, located in a prime area."
PROP-0926,Condo,15358392,Vasant Kunj,4,2,3106,"Lift, Parking",2022,Spacious and well-lit with modern amenities.
PROP-0927,Villa,50575796,Chattarpur,4,3,3904,"Lift, Security, 24/7 Water Supply, Swimming Pool, Clubhouse",1991,Spacious and well-lit with modern amenities.
PROP-0928,Apartment,159327938,Connaught Place,3,4,3460,"24/7 Water Supply, Swimming Pool, Gym, Clubhouse, Lift",1995,A cozy home with a stunning view.
PROP-0929,Villa,8780878,Pitampura,2,3,864,"Security, Parking, Lift, Clubhouse, 24/7 Water Supply",1986,Affordable yet stylish and comfortable.
PROP-0930,Condo,109060760,Karol Bagh,2,1,962,"Parking, Lift",2011,Luxury property with top-notch features.
PROP-0931,House,54634334,Connaught Place,1,4,890,"Swimming Pool, Garden, 24/7 Water Supply, Lift, Gym",1999,A cozy home with a stunning view.
PROP-0932,Villa,157250975,Chattarpur,4,1,3272,"Power Backup, Swimming Pool, Lift, Gym, 24/7 Water Supply",1998,A cozy home with a stunning view.
PROP-0933,House,19557608,Saket,4,4,4531,"Swimming Pool, 24/7 Water Supply, Gym, Clubhouse, Lift",2009,A cozy home with a stunning view.
PROP-0934,Condo,48328745,Vasant Kunj,3,1,4082,"Security, 24/7 Water Supply, Parking, Clubhouse",2011,A cozy home with a stunning view.
PROP-0935,Apartment,39680170,Karol Bagh,4,1,1051,"Gym, Security, Clubhouse, Parking",2012,Spacious and well-lit with modern amenities.
PROP-0936,Condo,128700404,Chattarpur,2,1,3066,"24/7 Water Supply, Gym",1989,Affordable yet stylish and comfortable.
PROP-0937,Apartment,10555835,South Extension,1,3,3814,"Security, Gym, Garden",1990,A cozy home with a stunning view.
PROP-0938,Apartment,65763679,Lajpat Nagar,2,4,3831,"Lift, 24/7 Water Supply",1999,Spacious and well-lit with modern amenities.
PROP-0939,Villa,16900632,Dwarka,1,4,4597,"Gym, Clubhouse, Security, Garden",1999,A cozy home with a stunning view.
PROP-0940,Villa,53644136,Pitampura,5,1,3148,"Parking, Garden",2015,A cozy home with a stunning view.
PROP-0941,Apartment,156427073,Karol Bagh,5,1,1848,"Security, Power Backup",2003,Spacious and well-lit with modern amenities.
PROP-0942,House,189594048,Connaught Place,4,4,1620,"Security, Gym",2011,Luxury property with top-notch features.
PROP-0943,Villa,54822256,Chattarpur,3,4,3623,"Security, Power Backup, Swimming Pool",2012,Luxury property with top-notch features.
PROP-0944,House,135426862,Preet Vihar,5,4,3325,"Power Backup, Lift, 24/7 Water Supply",2008,"Ideal for families, located in a prime area."
PROP-0945,Condo,160732987,South Extension,6,4,4553,"Gym, 24/7 Water Supply, Power Backup",2001,A cozy home with a stunning view.
PROP-0946,Condo,172692403,Vasant Kunj,6,4,3450,"Clubhouse, Swimming Pool, Power Backup, Parking, Lift",2013,"Ideal for families, located in a prime area."
PROP-0947,Condo,144152700,Pitampura,2,1,4414,"Power Backup, Gym, Lift, Swimming Pool",2002,Newly renovated with smart home features.
PROP-0948,Condo,65905053,Pitampura,1,4,4029,"Gym, Garden",2022,Spacious and well-lit with modern amenities.
PROP-0949,Villa,73611702,Connaught Place,6,3,1069,"Lift, Clubhouse, Parking, 24/7 Water Supply, Swimming Pool",1983,Spacious and well-lit with modern amenities.
PROP-0950,House,136610029,South Extension,5,1,3881,"Gym, Swimming Pool",2023,Newly renovated with smart home features.
PROP-0951,Apartment,154139661,Rohini,1,4,535,"Parking, Clubhouse",2023,"Ideal for families, located in a prime area."
PROP-0952,Villa,148653271,Preet Vihar,6,4,717,"Security, Garden, Power Backup, 24/7 Water Supply",1991,Luxury property with top-notch features.
PROP-0953,Apartment,8549428,Dwarka,4,1,1042,"Gym, Clubhouse, Lift, Garden",2022,Affordable yet stylish and comfortable.
PROP-0954,Villa,86540955,Chattarpur,3,3,4850,"Gym, Garden, 24/7 Water Supply, Swimming Pool",1982,Affordable yet stylish and comfortable.
PROP-0955,Villa,181394391,Vasant Kunj,2,1,4472,"Security, Lift, Clubhouse, Parking",2022,Luxury property with top-notch features.
PROP-0956,House,148581179,Dwarka,5,1,635,"Lift, Gym, Swimming Pool, Parking",1996,A cozy home with a stunning view.
PROP-0957,Condo,105579734,Greater Kailash,2,1,1221,"Parking, Clubhouse, 24/7 Water Supply, Lift, Gym",2010,Affordable yet stylish and comfortable.
PROP-0958,House,131412383,Connaught Place,4,4,3066,"Security, Clubhouse, Gym, Lift",1987,Affordable yet stylish and comfortable.
PROP-0959,Villa,192927421,Connaught Place,6,1,3015,"Lift, Parking, Swimming Pool, Clubhouse",2016,A cozy home with a stunning view.
PROP-0960,Condo,24327646,Preet Vihar,3,4,1427,"Garden, Swimming Pool",2001,A cozy home with a stunning view.
PROP-0961,House,176580921,Rohini,5,3,1362,"Lift, 24/7 Water Supply, Gym, Security",2012,"Ideal for families, located in a prime area."
PROP-0962,Villa,158534701,Greater Kailash,1,2,3124,"Lift, Gym",2015,"Ideal for families, located in a prime area."
PROP-0963,House,58056210,Saket,3,2,4851,"Gym, Power Backup, 24/7 Water Supply",2001,Affordable yet stylish and comfortable.
PROP-0964,Apartment,192421503,Karol Bagh,2,1,2044,"Power Backup, Gym",2021,Luxury property with top-notch features.
PROP-0965,Villa,96317670,Karol Bagh,5,1,1184,"Swimming Pool, Security, Garden",2003,"Ideal for families, located in a prime area."
PROP-0966,Villa,55832053,Vasant Kunj,6,1,3237,"24/7 Water Supply, Clubhouse",2014,Luxury property with top-notch features.
PROP-0967,House,89367325,South Extension,5,2,4945,"Gym, Clubhouse, Garden, Power Backup",1994,Newly renovated with smart home features.
PROP-0968,House,158212654,South Extension,3,3,3230,"Lift, Parking",2006,"Ideal for families, located in a prime area."
PROP-0969,Apartment,184320900,Greater Kailash,1,3,1814,"24/7 Water Supply, Parking, Security, Garden, Clubhouse",2020,Luxury property with top-notch features.
PROP-0970,Apartment,88687281,Karol Bagh,2,4,837,"Clubhouse, Lift, 24/7 Water Supply",2013,Luxury property with top-notch features.
PROP-0971,Condo,25407265,Rohini,5,4,761,"Garden, Lift, Parking, Swimming Pool",1983,Luxury property with top-notch features.
PROP-0972,Condo,108058094,Chattarpur,3,2,613,"24/7 Water Supply, Security, Swimming Pool, Clubhouse, Gym",2009,Spacious and well-lit with modern amenities.
PROP-0973,Villa,15990754,Chattarpur,6,4,1041,"Parking, Swimming Pool, Power Backup, Security, Gym",2008,"Ideal for families, located in a prime area."
PROP-0974,Apartment,18454259,Chattarpur,5,3,910,"Security, Gym",1993,"Ideal for families, located in a prime area."
PROP-0975,Condo,16684297,Pitampura,1,4,650,"Clubhouse, Gym",1987,"Ideal for families, located in a prime area."
PROP-0976,House,58757744,Chattarpur,6,4,3850,"Parking, 24/7 Water Supply, Lift",1985,"Ideal for families, located in a prime area."
PROP-0977,Apartment,16903272,Saket,2,1,4252,"Parking, Lift, Garden, Security",2013,A cozy home with a stunning view.
PROP-0978,Villa,15738349,Greater Kailash,6,2,2758,"Parking, 24/7 Water Supply, Security",2005,Newly renovated with smart home features.
PROP-0979,Condo,195852240,Pitampura,2,4,3138,"24/7 Water Supply, Swimming Pool, Lift, Power Backup, Gym",2011,A cozy home with a stunning view.
PROP-0980,Apartment,121560805,Greater Kailash,5,2,2318,"Parking, Power Backup, Security",2012,Luxury property with top-notch features.
PROP-0981,House,131341580,Pitampura,5,3,686,"Garden, Parking, Power Backup",2018,"Ideal for families, located in a prime area."
PROP-0982,Condo,61828632,Lajpat Nagar,5,4,4146,"Swimming Pool, Clubhouse, Gym, Power Backup, Security",2017,Newly renovated with smart home features.
PROP-0983,Villa,131907290,Dwarka,1,3,3276,"Lift, Power Backup, Clubhouse, Gym, Garden",2006,Spacious and well-lit with modern amenities.
PROP-0984,Villa,198350764,Connaught Place,6,4,3889,"Parking, Security, Lift, Power Backup",2014,Spacious and well-lit with modern amenities.
PROP-0985,Apartment,61266549,Lajpat Nagar,6,3,1817,"Power Backup, Lift, 24/7 Water Supply",1986,Newly renovated with smart home features.
PROP-0986,Villa,122766065,Chattarpur,6,1,3989,"Garden, Power Backup, Swimming Pool, Gym, Security",2004,Spacious and well-lit with modern amenities.
PROP-0987,Apartment,95418250,South Extension,6,4,4826,"Security, Lift, 24/7 Water Supply",2023,A cozy home with a stunning view.
PROP-0988,Condo,59048230,Pitampura,6,2,1449,"Swimming Pool, Security, Clubhouse",2021,A cozy home with a stunning view.
PROP-0989,House,154478792,Chattarpur,3,1,727,"Parking, Lift, Garden, Clubhouse, 24/7 Water Supply",1989,Spacious and well-lit with modern amenities.
PROP-0990,Apartment,86973456,Rohini,2,2,4356,"Power Backup, Clubhouse, Garden, Lift, 24/7 Water Supply",2006,A cozy home with a stunning view.
PROP-0991,Villa,71773285,Saket,4,2,1569,"Parking, Security, Clubhouse, Gym, Lift",1982,Luxury property with top-notch features.
PROP-0992,Condo,178570526,Saket,6,1,503,"Clubhouse, Lift",1999,Spacious and well-lit with modern amenities.
PROP-0993,House,175546461,Dwarka,6,4,1933,"Lift, Power Backup, Gym, Clubhouse, Security",1984,Luxury property with top-notch features.
PROP-0994,House,114393531,Karol Bagh,6,2,1279,"Gym, Parking",2010,A cozy home with a stunning view.
PROP-0995,Apartment,171685887,Connaught Place,5,3,4491,"Gym, 24/7 Water Supply, Parking, Lift, Swimming Pool",1985,"Ideal for families, located in a prime area."
PROP-0996,Apartment,51708777,Karol Bagh,1,3,4042,"Garden, Power Backup",1983,Luxury property with top-notch features.
PROP-0997,Condo,95995804,Dwarka,5,2,1580,"Garden, Power Backup, 24/7 Water Supply",2015,A cozy home with a stunning view.
PROP-0998,Villa,77898742,South Extension,2,4,4632,"Lift, Gym",1994,Luxury property with top-notch features.
PROP-0999,Villa,56424725,Rohini,3,1,4123,"Power Backup, Lift, Garden, Security, Swimming Pool",1989,Luxury property with top-notch features.
PROP-1000,Condo,105111864,Rohini,4,3,1193,"Power Backup, Lift",2001,Newly renovated with smart home features.
